Date-Time,Usage,Wakeups/s,GPU ops/s,Disk IO/s,GFX Wakeups/s,Category,Description,PW Estimate
2023-10-10 07:43:34,   1.1 ms/s, 0.15,,,,Process,[PID 121005] nv_queue, 2.25 mW
2023-10-10 07:43:34, 189.3 us/s,  0.5,,,,Process,[PID 93276] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node /home/icns/.vscode-server/bin/e7e037083, 2.24 mW
2023-10-10 07:43:34,   4.4 us/s,  0.5,,,,kWork,blk_mq_requeue_work, 2.15 mW
2023-10-10 07:43:34,  27.5 us/s,  0.5,,,,Interrupt,[4] block(softirq), 1.99 mW
2023-10-10 07:43:34,  20.2 us/s,  0.4,,,,Process,[PID 360] [kcompactd0], 1.78 mW
2023-10-10 07:43:34,  19.2 us/s,  0.4,,,,Interrupt,[303] nvidia, 1.59 mW
2023-10-10 07:43:34,   1.0 ms/s,,,,,Process,[PID 1504] /usr/sbin/irqbalance --foreground , 1.52 mW
2023-10-10 07:43:34, 177.4 us/s, 0.25,,,,Process,[PID 1738] /usr/bin/containerd , 1.25 mW
2023-10-10 07:43:34,  83.4 us/s, 0.25,,,,Process,[PID 121006] irq/304-nvidia, 1.10 mW
2023-10-10 07:43:34,  39.0 us/s, 0.25,,,,kWork,flush_memcg_stats_dwork, 1.04 mW
2023-10-10 07:43:34,  19.3 us/s, 0.25,,,,Process,[PID 361] [kcompactd1], 1.00 mW
2023-10-10 07:43:34,  16.4 us/s, 0.25,,,,Process,[PID 118719] /usr/libexec/fwupd/fwupd , 1.00 mW
2023-10-10 07:43:34,   9.1 us/s, 0.25,,,,kWork,blk_mq_run_work_fn,  988 uW
2023-10-10 07:43:34,   1.1 us/s, 0.25,,,,Process,[PID 126] [ksoftirqd/18],  976 uW
2023-10-10 07:43:34,  82.8 us/s, 0.20,,,,Process,[PID 93456] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node /home/icns/.vscode-server/extensions/th,  908 uW
2023-10-10 07:43:34, 571.9 us/s,,,,,Timer,hrtimer_wakeup,  892 uW
2023-10-10 07:43:34,  34.6 us/s, 0.20,,,,Process,[PID 880] [jbd2/sda2-8],  833 uW
2023-10-10 07:43:34,   2.2 us/s, 0.20,,,,kWork,wb_workfn,  783 uW
2023-10-10 07:43:34,  64.9 us/s, 0.15,,,,Process,[PID 121003] irq/303-nvidia,  686 uW
2023-10-10 07:43:34,  40.5 us/s, 0.15,,,,Process,[PID 93363] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node /home/icns/.vscode-server/bin/e7e037083,  648 uW
2023-10-10 07:43:34, 407.2 us/s,,,,,Process,[PID 88278] [kworker/0:0],  635 uW
2023-10-10 07:43:34,   4.0 us/s, 0.15,,,,Process,[PID 14] [ksoftirqd/0],  591 uW
2023-10-10 07:43:34,   2.0 us/s, 0.15,,,,kWork,free_work,  588 uW
2023-10-10 07:43:34,   0.4 us/s, 0.15,,,,kWork,blk_mq_timeout_work,  585 uW
2023-10-10 07:43:34, 301.9 us/s,,,,,Process,[PID 105924] [kworker/3:1],  471 uW
2023-10-10 07:43:34,  36.0 us/s, 0.10,,,,Process,[PID 1404] /sbin/multipathd -d -s ,  446 uW
2023-10-10 07:43:34, 282.2 us/s,,,,,Process,[PID 88537] [kworker/6:1],  440 uW
2023-10-10 07:43:34, 274.1 us/s,,,,,Interrupt,[9] RCU(softirq),  428 uW
2023-10-10 07:43:34,  24.2 us/s, 0.10,,,,Process,[PID 93468] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node /home/icns/.vscode-server/extensions/ms,  427 uW
2023-10-10 07:43:34,  16.5 us/s, 0.10,,,,Process,[PID 118717] /usr/libexec/fwupd/fwupd ,  415 uW
2023-10-10 07:43:34,  14.9 us/s, 0.10,,,,Interrupt,[304] nvidia,  413 uW
2023-10-10 07:43:34, 128.6 us/s, 0.05,,,,Process,[PID 121001] python3,  395 uW
2023-10-10 07:43:34,   0.9 us/s, 0.10,,,,kWork,flush_to_ldisc,  391 uW
2023-10-10 07:43:34,   0.3 us/s, 0.10,,,,kWork,neigh_periodic_work,  390 uW
2023-10-10 07:43:34, 231.9 us/s,,,,,Timer,process_timeout,  362 uW
2023-10-10 07:43:34, 206.7 us/s,,,,,Interrupt,[1] timer(softirq),  322 uW
2023-10-10 07:43:34, 174.2 us/s,,,,,Process,[PID 120892] python3 monitor.py ,  272 uW
2023-10-10 07:43:34, 166.5 us/s,,,,,Process,[PID 104758] [kworker/32:2],  260 uW
2023-10-10 07:43:34,  33.2 us/s, 0.05,,,,Process,[PID 1400] /sbin/multipathd -d -s ,  247 uW
2023-10-10 07:43:34,  25.7 us/s, 0.05,,,,Timer,mix_interrupt_randomness,  235 uW
2023-10-10 07:43:34,  24.1 us/s, 0.05,,,,Process,[PID 1484] /usr/lib/accountsservice/accounts-daemon ,  232 uW
2023-10-10 07:43:34, 141.2 us/s,,,,,Interrupt,[63] i40e-eno0-TxRx-18,  220 uW
2023-10-10 07:43:34,  15.5 us/s, 0.05,,,,Process,[PID 363] [khugepaged],  219 uW
2023-10-10 07:43:34,  14.2 us/s, 0.05,,,,Process,[PID 93351] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node /home/icns/.vscode-server/bin/e7e037083,  217 uW
2023-10-10 07:43:34,  12.8 us/s, 0.05,,,,Process,[PID 121009] sh,  215 uW
2023-10-10 07:43:34, 132.2 us/s,,,,,Process,[PID 88553] [kworker/1:0],  206 uW
2023-10-10 07:43:34, 129.1 us/s,,,,,Process,[PID 120890] python3 monitor.py ,  201 uW
2023-10-10 07:43:34,   3.5 us/s, 0.05,,,,Process,[PID 84006] /sbin/wpa_supplicant -u -s -O /run/wpa_supplicant ,  200 uW
2023-10-10 07:43:34,   2.2 us/s, 0.05,,,,kWork,ext4_end_io_rsv_work,  198 uW
2023-10-10 07:43:34,   0.9 us/s, 0.05,,,,Process,[PID 138] [ksoftirqd/20],  196 uW
2023-10-10 07:43:34,   0.8 us/s, 0.05,,,,Timer,tcp_orphan_update,  196 uW
2023-10-10 07:43:34,   0.6 us/s, 0.05,,,,Process,[PID 121003] kthreadd,  196 uW
2023-10-10 07:43:34,   0.6 us/s, 0.05,,,,Process,[PID 121005] kthreadd,  196 uW
2023-10-10 07:43:34,   0.5 us/s, 0.05,,,,Process,[PID 121006] kthreadd,  196 uW
2023-10-10 07:43:34,   0.5 us/s, 0.05,,,,Process,[PID 35] [ksoftirqd/3],  196 uW
2023-10-10 07:43:34,   0.4 us/s, 0.05,,,,Process,[PID 121008] kthreadd,  195 uW
2023-10-10 07:43:34,   0.3 us/s, 0.05,,,,Process,[PID 121007] kthreadd,  195 uW
2023-10-10 07:43:34,   0.3 us/s, 0.05,,,,Process,[PID 121004] kthreadd,  195 uW
2023-10-10 07:43:34,   0.1 us/s, 0.05,,,,kWork,irq_affinity_notify,  195 uW
2023-10-10 07:43:34,   0.1 us/s, 0.05,,,,kWork,wb_update_bandwidth_workfn,  195 uW
2023-10-10 07:43:34, 124.0 us/s,,,,,Process,[PID 121009] python3,  194 uW
2023-10-10 07:43:34, 114.1 us/s,,,,,Timer,delayed_work_timer_fn,  178 uW
2023-10-10 07:43:34,  97.9 us/s,,,,,Process,[PID 483] [kworker/31:1],  153 uW
2023-10-10 07:43:34,  80.5 us/s,,,,,Process,[PID 109796] [kworker/7:1],  126 uW
2023-10-10 07:43:34,  75.5 us/s,,,,,Process,[PID 539] [kworker/36:2],  118 uW
2023-10-10 07:43:34,  72.0 us/s,,,,,Process,[PID 121010] sh,  112 uW
2023-10-10 07:43:34,  68.8 us/s,,,,,Process,[PID 105251] [kworker/39:2],  107 uW
2023-10-10 07:43:34,  66.8 us/s,,,,,Process,[PID 543] [kworker/40:2],  104 uW
2023-10-10 07:43:34,  62.2 us/s,,,,,Process,[PID 105923] [kworker/20:2],    0 mW
2023-10-10 07:43:34,  59.8 us/s,,,,,Process,[PID 117375] [kworker/45:0],    0 mW
2023-10-10 07:43:34,  59.1 us/s,,,,,Process,[PID 506] [kworker/2:2],    0 mW
2023-10-10 07:43:34,  57.3 us/s,,,,,Process,[PID 88536] [kworker/4:0],    0 mW
2023-10-10 07:43:34,  52.2 us/s,,,,,Process,[PID 120566] [kworker/u113:0],    0 mW
2023-10-10 07:43:34,  49.0 us/s,,,,,Process,[PID 109925] [kworker/24:0],    0 mW
2023-10-10 07:43:34,  48.4 us/s,,,,,Process,[PID 103955] [kworker/48:1],    0 mW
2023-10-10 07:43:34,  48.1 us/s,,,,,Process,[PID 537] [kworker/34:2],    0 mW
2023-10-10 07:43:34,  44.8 us/s,,,,,Process,[PID 121002] sh,    0 mW
2023-10-10 07:43:58, 630.7 us/s,153.3,,,,kWork,dbs_work_handler,  607 mW
2023-10-10 07:43:58,   2.7 ms/s,145.3,,,,Interrupt,[3] net_rx(softirq),  578 mW
2023-10-10 07:43:58,   0.8 ms/s, 65.0,,,,Timer,tick_sched_timer,  258 mW
2023-10-10 07:43:58,  83.8 ms/s, 0.15,,,,Process,[PID 121019] nvidia-smi,  131 mW
2023-10-10 07:43:58, 114.4 us/s, 12.6,,,,Timer,watchdog_timer_fn, 49.9 mW
2023-10-10 07:43:58,   7.8 ms/s,  7.1,,,,Process,[PID 84395] avahi-daemon: running [icns.local] , 40.2 mW
2023-10-10 07:43:58, 467.9 us/s,  9.0,,,,Process,[PID 15] [rcu_sched], 36.4 mW
2023-10-10 07:43:58, 141.0 us/s,  7.1,,,,kWork,psi_avgs_work, 28.4 mW
2023-10-10 07:43:58,  14.0 ms/s, 0.05,,,,Process,[PID 121012] powertop --csv=powertop_output.csv , 22.0 mW
2023-10-10 07:43:58,  39.6 us/s,  2.9,,,,kWork,fb_flashcursor, 11.7 mW
2023-10-10 07:43:58, 457.2 us/s,  1.7,,,,Process,[PID 1737] /usr/bin/containerd , 7.51 mW
2023-10-10 07:43:58, 384.7 us/s,  1.5,,,,Process,[PID 121027] sensors, 6.62 mW
2023-10-10 07:43:58, 685.5 us/s,  1.2,,,,Process,[PID 93364] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node /home/icns/.vscode-server/bin/e7e037083, 5.73 mW
2023-10-10 07:43:58,   6.6 us/s,  1.3,,,,kWork,lru_add_drain_per_cpu, 5.25 mW
2023-10-10 07:43:58, 379.0 us/s,  1.1,,,,Process,[PID 1738] /usr/bin/containerd , 4.86 mW
2023-10-10 07:43:58,   2.8 ms/s,,,,,Process,[PID 52] [migration/6], 4.39 mW
2023-10-10 07:43:58,  14.4 us/s,  1.0,,,,Timer,sched_rt_period_timer, 3.90 mW
2023-10-10 07:43:58,  95.2 us/s,  0.9,,,,kWork,i40e_service_task, 3.84 mW
2023-10-10 07:43:58,  11.6 us/s,  0.9,,,,kWork,pci_pme_list_scan, 3.71 mW
2023-10-10 07:43:58,   1.1 ms/s,  0.5,,,,Process,[PID 93340] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node --dns-result-order=ipv4first /home/icns, 3.64 mW
2023-10-10 07:43:58, 393.0 us/s,  0.6,,,,Process,[PID 1700] /usr/bin/containerd , 2.94 mW
2023-10-10 07:43:58, 208.8 us/s,  0.6,,,,Process,[PID 93276] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node /home/icns/.vscode-server/bin/e7e037083, 2.85 mW
2023-10-10 07:43:58,   1.6 ms/s,,,,,Interrupt,[7] sched(softirq), 2.43 mW
2023-10-10 07:43:58,  18.8 us/s,  0.5,,,,Process,[PID 360] [kcompactd0], 2.16 mW
2023-10-10 07:43:58,   1.1 ms/s, 0.10,,,,Process,[PID 121025] nv_queue, 2.13 mW
2023-10-10 07:43:58,   0.9 ms/s, 0.15,,,,Process,[PID 121022] nv_queue, 2.02 mW
2023-10-10 07:43:58,  17.0 us/s,  0.5,,,,Interrupt,[4] block(softirq), 1.97 mW
2023-10-10 07:43:58, 681.3 us/s, 0.15,,,,Timer,hrtimer_wakeup, 1.65 mW
2023-10-10 07:43:58, 293.6 us/s, 0.29,,,,Process,[PID 1764] /usr/bin/containerd , 1.62 mW
2023-10-10 07:43:58,   4.7 us/s,  0.4,,,,kWork,blk_mq_requeue_work, 1.56 mW
2023-10-10 07:43:58,   1.0 ms/s,,,,,Process,[PID 1504] /usr/sbin/irqbalance --foreground , 1.51 mW
2023-10-10 07:43:58,  18.8 us/s,  0.3,,,,Interrupt,[303] nvidia, 1.39 mW
2023-10-10 07:43:58, 579.4 us/s, 0.05,,,,kWork,gc_worker, 1.10 mW
2023-10-10 07:43:58,   2.6 us/s, 0.25,,,,kWork,free_work,  975 uW
2023-10-10 07:43:58,  86.5 us/s, 0.20,,,,Process,[PID 121023] irq/304-nvidia,  911 uW
2023-10-10 07:43:58,  64.2 us/s, 0.20,,,,Process,[PID 121020] irq/303-nvidia,  877 uW
2023-10-10 07:43:58,  22.0 us/s, 0.20,,,,kWork,wb_workfn,  811 uW
2023-10-10 07:43:58,  19.3 us/s, 0.20,,,,Process,[PID 361] [kcompactd1],  806 uW
2023-10-10 07:43:58,  17.1 us/s, 0.20,,,,Interrupt,[304] nvidia,  803 uW
2023-10-10 07:43:58, 495.1 us/s,,,,,Process,[PID 88278] [kworker/0:0],  772 uW
2023-10-10 07:43:58,  91.1 us/s, 0.15,,,,Process,[PID 93456] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node /home/icns/.vscode-server/extensions/th,  724 uW
2023-10-10 07:43:58,  38.0 us/s, 0.15,,,,kWork,flush_memcg_stats_dwork,  641 uW
2023-10-10 07:43:58,  36.5 us/s, 0.15,,,,Process,[PID 1404] /sbin/multipathd -d -s ,  639 uW
2023-10-10 07:43:58,  20.2 us/s, 0.15,,,,Process,[PID 118717] /usr/libexec/fwupd/fwupd ,  614 uW
2023-10-10 07:43:58,   0.4 us/s, 0.15,,,,kWork,blk_mq_timeout_work,  583 uW
2023-10-10 07:43:58, 317.3 us/s,,,,,Interrupt,[9] RCU(softirq),  495 uW
2023-10-10 07:43:58, 181.3 us/s, 0.05,,,,Process,[PID 121027] sh,  477 uW
2023-10-10 07:43:58,  40.3 us/s, 0.10,,,,Process,[PID 93363] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node /home/icns/.vscode-server/bin/e7e037083,  451 uW
2023-10-10 07:43:58,  29.3 us/s, 0.10,,,,Process,[PID 93468] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node /home/icns/.vscode-server/extensions/ms,  434 uW
2023-10-10 07:43:58,  13.1 us/s, 0.10,,,,Process,[PID 363] [khugepaged],  409 uW
2023-10-10 07:43:58,   6.9 us/s, 0.10,,,,Interrupt,[301] ahci[0000:00:17.0],  399 uW
2023-10-10 07:43:58,   3.5 us/s, 0.10,,,,kWork,ext4_end_io_rsv_work,  394 uW
2023-10-10 07:43:58,   1.0 us/s, 0.10,,,,Process,[PID 14] [ksoftirqd/0],  390 uW
2023-10-10 07:43:58,   0.9 us/s, 0.10,,,,kWork,flush_to_ldisc,  390 uW
2023-10-10 07:43:58,   0.2 us/s, 0.10,,,,kWork,wb_update_bandwidth_workfn,  388 uW
2023-10-10 07:43:58, 227.8 us/s,,,,,Timer,process_timeout,  355 uW
2023-10-10 07:43:58, 226.5 us/s,,,,,Process,[PID 104758] [kworker/32:2],  353 uW
2023-10-10 07:43:58, 214.8 us/s,,,,,Interrupt,[1] timer(softirq),  335 uW
2023-10-10 07:43:58, 208.8 us/s,,,,,Process,[PID 99788] [kworker/30:1],  326 uW
2023-10-10 07:43:58, 177.3 us/s,,,,,Process,[PID 120892] python3 monitor.py ,  277 uW
2023-10-10 07:43:58, 170.5 us/s,,,,,Process,[PID 88537] [kworker/6:1],  266 uW
2023-10-10 07:43:58, 153.6 us/s,,,,,Interrupt,[63] i40e-eno0-TxRx-18,  240 uW
2023-10-10 07:43:58, 151.7 us/s,,,,,Process,[PID 88536] [kworker/4:0],  237 uW
2023-10-10 07:43:58,  17.6 us/s, 0.05,,,,Process,[PID 34674] /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock ,  221 uW
2023-10-10 07:43:58, 140.9 us/s,,,,,Process,[PID 35326] [kworker/38:0],  220 uW
2023-10-10 07:43:58,  14.5 us/s, 0.05,,,,Process,[PID 1484] /usr/lib/accountsservice/accounts-daemon ,  217 uW
2023-10-10 07:43:58,  13.8 us/s, 0.05,,,,Process,[PID 93351] /home/icns/.vscode-server/bin/e7e037083ff4455cf320e344325dacb480062c3c/node /home/icns/.vscode-server/bin/e7e037083,  216 uW
2023-10-10 07:43:58, 137.2 us/s,,,,,Process,[PID 88553] [kworker/1:0],  214 uW
2023-10-10 07:43:58,   9.0 us/s, 0.05,,,,Process,[PID 1527] /lib/systemd/systemd-logind ,  208 uW
2023-10-10 07:43:58, 131.1 us/s,,,,,Process,[PID 120890] python3 monitor.py ,  205 uW
2023-10-10 07:43:58, 130.2 us/s,,,,,Process,[PID 121018] python3,  203 uW
2023-10-10 07:43:58,   5.1 us/s, 0.05,,,,Process,[PID 1401] /sbin/multipathd -d -s ,  202 uW
2023-10-10 07:43:58,   4.6 us/s, 0.05,,,,Timer,tcp_orphan_update,  201 uW
2023-10-10 07:43:58,   3.5 us/s, 0.05,,,,Process,[PID 84006] /sbin/wpa_supplicant -u -s -O /run/wpa_supplicant ,  199 uW
2023-10-10 07:43:58,   2.1 us/s, 0.05,,,,Process,[PID 288] [ksoftirqd/45],  197 uW
2023-10-10 07:43:58,   0.6 us/s, 0.05,,,,Process,[PID 121020] kthreadd,  195 uW
2023-10-10 07:43:58,   0.6 us/s, 0.05,,,,Process,[PID 121022] kthreadd,  195 uW
2023-10-10 07:43:58,   0.5 us/s, 0.05,,,,Process,[PID 121023] kthreadd,  195 uW
2023-10-10 07:43:58,   0.5 us/s, 0.05,,,,Process,[PID 65] [ksoftirqd/8],  195 uW
2023-10-10 07:43:58,   0.4 us/s, 0.05,,,,kWork,check_lifetime,  195 uW
2023-10-10 07:43:58,   0.4 us/s, 0.05,,,,kWork,neigh_periodic_work,  195 uW
2023-10-10 07:43:58, 124.7 us/s,,,,,Process,[PID 109993] [kworker/15:0],  195 uW
2023-10-10 07:43:58,   0.3 us/s, 0.05,,,,Process,[PID 121021] kthreadd,  194 uW
2023-10-10 07:43:58,   0.2 us/s, 0.05,,,,Process,[PID 121024] kthreadd,  194 uW
2023-10-10 07:43:58, 114.6 us/s,,,,,Timer,delayed_work_timer_fn,  179 uW
2023-10-10 07:43:58, 113.5 us/s,,,,,Process,[PID 121026] python3,  177 uW
2023-10-10 07:43:58, 100.7 us/s,,,,,Process,[PID 1741] /usr/bin/containerd ,  157 uW
2023-10-10 07:43:58,  95.0 us/s,,,,,Process,[PID 1762] /usr/bin/containerd ,  148 uW
2023-10-10 07:43:58,  93.9 us/s,,,,,Process,[PID 1761] /usr/bin/containerd ,  147 uW
2023-10-10 07:43:58,  91.1 us/s,,,,,Process,[PID 106876] [kworker/26:1],  142 uW
2023-10-10 07:43:58,  88.7 us/s,,,,,Process,[PID 18502] /usr/bin/containerd ,  138 uW
2023-10-10 07:43:58,  85.7 us/s,,,,,Process,[PID 1740] /usr/bin/containerd ,  134 uW
2023-10-10 07:43:58,  81.0 us/s,,,,,Process,[PID 118036] [kworker/5:1],  126 uW
2023-10-10 07:43:58,  79.2 us/s,,,,,Process,[PID 1701] /usr/bin/containerd ,  124 uW
2023-10-10 07:43:58,  77.5 us/s,,,,,Process,[PID 121019] sh,  121 uW
2023-10-10 07:43:58,  74.5 us/s,,,,,Process,[PID 1767] /usr/bin/containerd ,  116 uW
2023-10-10 07:43:58,  74.3 us/s,,,,,Process,[PID 1744] /usr/bin/containerd ,  116 uW
2023-10-10 07:43:58,  70.7 us/s,,,,,Process,[PID 105923] [kworker/20:2],  110 uW
2023-10-10 07:43:58,  70.0 us/s,,,,,Process,[PID 1763] /usr/bin/containerd ,  109 uW
2023-10-10 07:43:58,  66.6 us/s,,,,,Process,[PID 1739] /usr/bin/containerd ,  104 uW
