,Date-Time,Usage,Wakeups/s,GPU ops/s,Disk IO/s,GFX Wakeups/s,Category,Description,PW Estimate
332,2023-09-26 09:24:06, 205.3 us/s,,,,,Process,[PID 542] [kworker/41:2],  320 uW
333,2023-09-26 09:24:06, 186.5 us/s,,,,,Process,[PID 18] [kworker/0:1],  291 uW
334,2023-09-26 09:24:06,  36.7 us/s, 0.05,,,,Process,[PID 1411] /sbin/multipathd -d -s ,  252 uW
335,2023-09-26 09:24:06,  15.8 us/s, 0.05,,,,Process,[PID 2377] /usr/libexec/fwupd/fwupd ,  220 uW
336,2023-09-26 09:24:06,  14.3 us/s, 0.05,,,,Timer,mix_interrupt_randomness,  217 uW
337,2023-09-26 09:24:06,  11.8 us/s, 0.05,,,,Process,[PID 364] [khugepaged],  214 uW
338,2023-09-26 09:24:06, 135.0 us/s,,,,,Interrupt,[87] i40e-eno0-TxRx-42,  211 uW
339,2023-09-26 09:24:06,   8.2 us/s, 0.05,,,,Process,[PID 1941] /usr/lib/snapd/snapd ,  208 uW
340,2023-09-26 09:24:06,   4.4 us/s, 0.05,,,,Process,[PID 1746] /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock ,  202 uW
341,2023-09-26 09:24:06,   1.0 us/s, 0.05,,,,Process,[PID 14] [ksoftirqd/0],  197 uW
342,2023-09-26 09:24:06,   0.4 us/s, 0.05,,,,kWork,neigh_periodic_work,  196 uW
343,2023-09-26 09:24:06,   0.2 us/s, 0.05,,,,kWork,wb_update_bandwidth_workfn,  195 uW
344,2023-09-26 09:24:06, 122.9 us/s,,,,,Process,[PID 2020] /usr/lib/snapd/snapd ,  192 uW
345,2023-09-26 09:24:06, 105.7 us/s,,,,,Interrupt,[1] timer(softirq),  165 uW
346,2023-09-26 09:24:06,  89.7 us/s,,,,,Interrupt,[9] RCU(softirq),  140 uW
347,2023-09-26 09:24:06,  89.3 us/s,,,,,Process,[PID 2208] /usr/lib/snapd/snapd ,  139 uW
348,2023-09-26 09:24:06,  84.2 us/s,,,,,Timer,delayed_work_timer_fn,  131 uW
349,2023-09-26 09:24:06,  81.0 us/s,,,,,Timer,process_timeout,  126 uW
350,2023-09-26 09:24:06,  74.2 us/s,,,,,Process,[PID 448] [kworker/34:1],  116 uW
351,2023-09-26 09:24:06,  72.7 us/s,,,,,Process,[PID 529] [kworker/28:2],  113 uW
352,2023-09-26 09:24:06,  68.9 us/s,,,,,Process,[PID 2300] /usr/lib/snapd/snapd ,  107 uW
353,2023-09-26 09:24:06,  64.8 us/s,,,,,Process,[PID 453] [kworker/43:1],  101 uW
354,2023-09-26 09:24:06,  63.0 us/s,,,,,Process,[PID 459] [kworker/49:1],    0 mW
355,2023-09-26 09:24:06,  62.5 us/s,,,,,Process,[PID 436] [kworker/19:1],    0 mW
356,2023-09-26 09:24:06,  62.3 us/s,,,,,Process,[PID 2312] /usr/lib/snapd/snapd ,    0 mW
357,2023-09-26 09:24:06,  61.3 us/s,,,,,Process,[PID 507] [kworker/6:2],    0 mW
358,2023-09-26 09:24:06,  59.2 us/s,,,,,Process,[PID 457] [kworker/47:1],    0 mW
359,2023-09-26 09:24:06,  58.4 us/s,,,,,Process,[PID 1944] /usr/lib/snapd/snapd ,    0 mW
360,2023-09-26 09:24:06,  52.5 us/s,,,,,Process,[PID 1942] /usr/lib/snapd/snapd ,    0 mW
361,2023-09-26 09:24:06,  49.1 us/s,,,,,Timer,cursor_timer_handler,    0 mW
362,2023-09-26 09:24:06,  41.0 us/s,,,,,Process,[PID 2017] /usr/lib/snapd/snapd ,    0 mW
363,2023-09-26 09:24:06,  40.3 us/s,,,,,Process,[PID 2314] /usr/lib/snapd/snapd ,    0 mW
364,2023-09-26 09:24:06,  39.8 us/s,,,,,Process,[PID 543] [kworker/42:2],    0 mW
365,2023-09-26 09:24:06,  38.4 us/s,,,,,kWork,vmstat_shepherd,    0 mW
366,2023-09-26 09:24:06,  37.8 us/s,,,,,Process,[PID 432] [kworker/15:1],    0 mW
367,2023-09-26 09:24:06,  35.3 us/s,,,,,Process,[PID 532] [kworker/31:2],    0 mW
368,2023-09-26 09:24:06,  32.9 us/s,,,,,Process,[PID 2299] /usr/lib/snapd/snapd ,    0 mW
369,2023-09-26 09:24:06,  32.4 us/s,,,,,Process,[PID 442] [kworker/30:1],    0 mW
370,2023-09-26 09:24:06,  28.1 us/s,,,,,Process,[PID 2069] /usr/lib/snapd/snapd ,    0 mW
371,2023-09-26 09:24:06,  27.5 us/s,,,,,Process,[PID 1407] /sbin/multipathd -d -s ,    0 mW
372,2023-09-26 09:24:06,  27.4 us/s,,,,,Process,[PID 536] [kworker/35:2],    0 mW
373,2023-09-26 09:24:06,  25.8 us/s,,,,,Process,[PID 511] [kworker/10:2],    0 mW
374,2023-09-26 09:24:06,  25.5 us/s,,,,,Interrupt,[176] ahci[0000:00:17.0],    0 mW
375,2023-09-26 09:24:06,  24.7 us/s,,,,,Process,[PID 1943] /usr/lib/snapd/snapd ,    0 mW
376,2023-09-26 09:24:06,  24.0 us/s,,,,,kWork,vmstat_update,    0 mW
377,2023-09-26 09:24:06,  23.3 us/s,,,,,Process,[PID 2317] /usr/lib/snapd/snapd ,    0 mW
378,2023-09-26 09:24:06,  23.0 us/s,,,,,kWork,drm_fb_helper_damage_work,    0 mW
379,2023-09-26 09:24:06,  22.7 us/s,,,,,Timer,tcp_orphan_update,    0 mW
380,2023-09-26 09:24:06,  22.3 us/s,,,,,Process,[PID 541] [kworker/40:2],    0 mW
381,2023-09-26 09:24:06,  21.2 us/s,,,,,Process,[PID 458] [kworker/48:1],    0 mW
382,2023-09-26 09:24:06,  20.8 us/s,,,,,Process,[PID 787] [kworker/u113:7],    0 mW
383,2023-09-26 09:24:06,  19.7 us/s,,,,,Process,[PID 538] [kworker/37:2],    0 mW
384,2023-09-26 09:24:06,  19.0 us/s,,,,,kWork,handle_update,    0 mW
385,2023-09-26 09:24:06,  19.0 us/s,,,,,Process,[PID 505] [kworker/4:2],    0 mW
386,2023-09-26 09:24:06,  18.8 us/s,,,,,Process,[PID 506] [kworker/5:2],    0 mW
387,2023-09-26 09:24:06,  18.3 us/s,,,,,Process,[PID 362] [kcompactd1],    0 mW
388,2023-09-26 09:24:06,  17.9 us/s,,,,,Process,[PID 1493] /usr/lib/accountsservice/accounts-daemon ,    0 mW
389,2023-09-26 09:24:06,  17.7 us/s,,,,,Timer,i40e_service_timer,    0 mW
390,2023-09-26 09:24:06,  17.5 us/s,,,,,Process,[PID 2068] /usr/lib/snapd/snapd ,    0 mW
391,2023-09-26 09:24:06,  16.9 us/s,,,,,Process,[PID 438] [kworker/21:1],    0 mW
392,2023-09-26 09:24:06,  16.5 us/s,,,,,Process,[PID 460] [kworker/51:1],    0 mW
393,2023-09-26 09:24:06,  16.1 us/s,,,,,Process,[PID 437] [kworker/20:1],    0 mW
394,2023-09-26 09:24:06,  15.8 us/s,,,,,Process,[PID 959] /lib/systemd/systemd-journald ,    0 mW
395,2023-09-26 09:24:06,  15.8 us/s,,,,,Process,[PID 540] [kworker/39:2],    0 mW
396,2023-09-26 09:24:06,  15.5 us/s,,,,,Process,[PID 2996] [kworker/29:0],    0 mW
397,2023-09-26 09:24:06,  14.8 us/s,,,,,Process,[PID 539] [kworker/38:2],    0 mW
398,2023-09-26 09:24:06,  14.8 us/s,,,,,Process,[PID 1] /sbin/init maybe-ubiquity ,    0 mW
399,2023-09-26 09:24:06,  14.4 us/s,,,,,Process,[PID 456] [kworker/46:1],    0 mW
400,2023-09-26 09:24:34,   1.3 ms/s, 87.8,,,,Interrupt,[3] net_rx(softirq),  349 mW
401,2023-09-26 09:24:34, 225.3 us/s, 66.2,,,,kWork,dbs_work_handler,  262 mW
402,2023-09-26 09:24:34, 202.9 us/s, 19.9,,,,Timer,tick_sched_timer, 79.0 mW
403,2023-09-26 09:24:34, 105.1 us/s, 13.8,,,,Timer,watchdog_timer_fn, 54.8 mW
404,2023-09-26 09:24:34, 102.8 us/s,  5.3,,,,kWork,psi_avgs_work, 21.2 mW
405,2023-09-26 09:24:34,  10.4 ms/s,,,,,Process,[PID 3659] powertop --csv=powertop_output.csv , 16.1 mW
406,2023-09-26 09:24:34, 374.2 us/s,  2.5,,,,Process,[PID 1735] /usr/bin/containerd , 10.5 mW
407,2023-09-26 09:24:34, 271.9 us/s,  2.3,,,,Process,[PID 1697] /usr/bin/containerd , 9.60 mW
408,2023-09-26 09:24:34,  45.5 us/s,  1.5,,,,kWork,fb_flashcursor, 6.12 mW
409,2023-09-26 09:24:34,  95.4 us/s,  1.0,,,,kWork,i40e_service_task, 4.05 mW
410,2023-09-26 09:24:34,  36.6 us/s,  1.0,,,,Process,[PID 15] [rcu_sched], 3.96 mW
411,2023-09-26 09:24:34,  13.8 us/s,  1.0,,,,Timer,sched_rt_period_timer, 3.92 mW
412,2023-09-26 09:24:34,  10.7 us/s,  0.9,,,,kWork,pci_pme_list_scan, 3.72 mW
413,2023-09-26 09:24:34,   6.1 us/s,  0.9,,,,kWork,lru_add_drain_per_cpu, 3.52 mW
414,2023-09-26 09:24:34,  24.2 us/s,  0.7,,,,Interrupt,[4] block(softirq), 2.77 mW
415,2023-09-26 09:24:34, 373.4 us/s,  0.4,,,,Process,[PID 1695] /usr/bin/containerd , 2.34 mW
416,2023-09-26 09:24:34,   0.9 ms/s,,,,,Process,[PID 1506] /usr/sbin/irqbalance --foreground , 1.34 mW
417,2023-09-26 09:24:34, 557.5 us/s, 0.10,,,,Process,[PID 1729] /usr/bin/containerd , 1.26 mW
418,2023-09-26 09:24:34,  19.8 us/s, 0.30,,,,Process,[PID 361] [kcompactd0], 1.20 mW
419,2023-09-26 09:24:34, 665.7 us/s,,,,,Interrupt,[7] sched(softirq), 1.04 mW
420,2023-09-26 09:24:34,   9.9 us/s, 0.20,,,,kWork,blk_mq_run_work_fn,  796 uW
421,2023-09-26 09:24:34, 218.2 us/s, 0.10,,,,Process,[PID 1722] /usr/bin/containerd ,  731 uW
422,2023-09-26 09:24:34, 293.0 us/s,,,,,Timer,hrtimer_wakeup,  457 uW
423,2023-09-26 09:24:34,  19.9 us/s, 0.10,,,,Process,[PID 362] [kcompactd1],  421 uW
424,2023-09-26 09:24:34,  18.8 us/s, 0.10,,,,kWork,flush_memcg_stats_dwork,  420 uW
425,2023-09-26 09:24:34,   1.1 us/s, 0.10,,,,kWork,blk_mq_requeue_work,  392 uW
426,2023-09-26 09:24:34,   0.5 us/s, 0.10,,,,kWork,neigh_periodic_work,  391 uW
427,2023-09-26 09:24:34,  34.7 us/s, 0.05,,,,Process,[PID 1411] /sbin/multipathd -d -s ,  249 uW
428,2023-09-26 09:24:34, 139.1 us/s,,,,,Interrupt,[87] i40e-eno0-TxRx-42,  217 uW
429,2023-09-26 09:24:34,  12.3 us/s, 0.05,,,,Process,[PID 319] [ksoftirqd/50],  214 uW
430,2023-09-26 09:24:34,   9.1 us/s, 0.05,,,,Process,[PID 1746] /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock ,  209 uW
431,2023-09-26 09:24:34,   8.6 us/s, 0.05,,,,Process,[PID 1749] /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock ,  209 uW
432,2023-09-26 09:24:34,   4.7 us/s, 0.05,,,,Process,[PID 1721] /usr/bin/containerd ,  203 uW
433,2023-09-26 09:24:34,   1.6 us/s, 0.05,,,,Process,[PID 14] [ksoftirqd/0],  198 uW
434,2023-09-26 09:24:34,   1.1 us/s, 0.05,,,,kWork,wb_workfn,  197 uW
435,2023-09-26 09:24:34, 126.1 us/s,,,,,Process,[PID 542] [kworker/41:2],  197 uW
436,2023-09-26 09:24:34,   0.4 us/s, 0.05,,,,kWork,addrconf_verify_work,  196 uW
437,2023-09-26 09:24:34,   0.1 us/s, 0.05,,,,kWork,wb_update_bandwidth_workfn,  195 uW
438,2023-09-26 09:24:34,   0.1 us/s, 0.05,,,,kWork,blk_mq_timeout_work,  195 uW
439,2023-09-26 09:24:34, 118.7 us/s,,,,,Process,[PID 457] [kworker/47:1],  185 uW
440,2023-09-26 09:24:34, 106.9 us/s,,,,,Process,[PID 357] [kworker/1:2],  167 uW
441,2023-09-26 09:24:34, 103.4 us/s,,,,,Timer,mce_timer_fn,  161 uW
442,2023-09-26 09:24:34, 102.5 us/s,,,,,Process,[PID 1728] /usr/bin/containerd ,  160 uW
443,2023-09-26 09:24:34,  97.7 us/s,,,,,Process,[PID 18] [kworker/0:1],  152 uW
444,2023-09-26 09:24:34,  91.8 us/s,,,,,Process,[PID 787] [kworker/u113:7],  143 uW
445,2023-09-26 09:24:34,  82.1 us/s,,,,,Interrupt,[9] RCU(softirq),  128 uW
446,2023-09-26 09:24:34,  81.1 us/s,,,,,Timer,process_timeout,  127 uW
447,2023-09-26 09:24:34,  81.1 us/s,,,,,Timer,delayed_work_timer_fn,  126 uW
448,2023-09-26 09:24:34,  75.6 us/s,,,,,Interrupt,[1] timer(softirq),  118 uW
449,2023-09-26 09:24:34,  74.8 us/s,,,,,Process,[PID 436] [kworker/19:1],  117 uW
450,2023-09-26 09:24:34,  65.5 us/s,,,,,Process,[PID 1719] /usr/bin/containerd ,  102 uW
451,2023-09-26 09:24:34,  63.3 us/s,,,,,Process,[PID 1737] /usr/bin/containerd ,    0 mW
452,2023-09-26 09:24:34,  61.0 us/s,,,,,Process,[PID 438] [kworker/21:1],    0 mW
453,2023-09-26 09:24:34,  59.6 us/s,,,,,Process,[PID 1956] [kworker/22:3],    0 mW
454,2023-09-26 09:24:34,  59.5 us/s,,,,,Process,[PID 1734] /usr/bin/containerd ,    0 mW
455,2023-09-26 09:24:34,  57.4 us/s,,,,,Process,[PID 506] [kworker/5:2],    0 mW
456,2023-09-26 09:24:34,  53.0 us/s,,,,,Process,[PID 1698] /usr/bin/containerd ,    0 mW
457,2023-09-26 09:24:34,  47.1 us/s,,,,,Process,[PID 1718] /usr/bin/containerd ,    0 mW
458,2023-09-26 09:24:34,  45.9 us/s,,,,,Process,[PID 432] [kworker/15:1],    0 mW
459,2023-09-26 09:24:34,  44.8 us/s,,,,,Process,[PID 532] [kworker/31:2],    0 mW
460,2023-09-26 09:24:34,  43.4 us/s,,,,,Process,[PID 529] [kworker/28:2],    0 mW
461,2023-09-26 09:24:34,  43.0 us/s,,,,,Process,[PID 536] [kworker/35:2],    0 mW
462,2023-09-26 09:24:34,  39.4 us/s,,,,,Process,[PID 1733] /usr/bin/containerd ,    0 mW
463,2023-09-26 09:24:34,  37.9 us/s,,,,,kWork,vmstat_shepherd,    0 mW
464,2023-09-26 09:24:34,  37.5 us/s,,,,,Process,[PID 537] [kworker/36:2],    0 mW
465,2023-09-26 09:24:34,  34.3 us/s,,,,,Process,[PID 1720] /usr/bin/containerd ,    0 mW
466,2023-09-26 09:24:34,  34.1 us/s,,,,,Timer,cursor_timer_handler,    0 mW
467,2023-09-26 09:24:34,  30.3 us/s,,,,,Process,[PID 1475] /lib/systemd/systemd-networkd ,    0 mW
468,2023-09-26 09:24:34,  25.3 us/s,,,,,Process,[PID 1726] /usr/bin/containerd ,    0 mW
469,2023-09-26 09:24:34,  25.2 us/s,,,,,Process,[PID 1407] /sbin/multipathd -d -s ,    0 mW
470,2023-09-26 09:24:34,  23.1 us/s,,,,,Process,[PID 541] [kworker/40:2],    0 mW
471,2023-09-26 09:24:34,  22.2 us/s,,,,,Process,[PID 453] [kworker/43:1],    0 mW
472,2023-09-26 09:24:34,  21.9 us/s,,,,,Process,[PID 1696] /usr/bin/containerd ,    0 mW
473,2023-09-26 09:24:34,  21.4 us/s,,,,,kWork,drm_fb_helper_damage_work,    0 mW
474,2023-09-26 09:24:34,  20.8 us/s,,,,,kWork,handle_update,    0 mW
475,2023-09-26 09:24:34,  20.8 us/s,,,,,Process,[PID 539] [kworker/38:2],    0 mW
476,2023-09-26 09:24:34,  19.5 us/s,,,,,Timer,i40e_service_timer,    0 mW
477,2023-09-26 09:24:34,  19.2 us/s,,,,,Timer,tcp_orphan_update,    0 mW
478,2023-09-26 09:24:34,  18.9 us/s,,,,,Process,[PID 2996] [kworker/29:0],    0 mW
479,2023-09-26 09:24:34,  18.5 us/s,,,,,kWork,vmstat_update,    0 mW
480,2023-09-26 09:24:34,  17.9 us/s,,,,,Process,[PID 511] [kworker/10:2],    0 mW
481,2023-09-26 09:24:34,  17.6 us/s,,,,,Process,[PID 505] [kworker/4:2],    0 mW
482,2023-09-26 09:24:34,  17.5 us/s,,,,,Process,[PID 437] [kworker/20:1],    0 mW
483,2023-09-26 09:24:34,  17.0 us/s,,,,,Process,[PID 538] [kworker/37:2],    0 mW
484,2023-09-26 09:24:34,  16.9 us/s,,,,,Process,[PID 512] [kworker/11:2],    0 mW
485,2023-09-26 09:24:34,  16.8 us/s,,,,,Process,[PID 2377] /usr/libexec/fwupd/fwupd ,    0 mW
486,2023-09-26 09:24:34,  16.8 us/s,,,,,Process,[PID 1736] /usr/bin/containerd ,    0 mW
487,2023-09-26 09:24:34,  16.8 us/s,,,,,Timer,mix_interrupt_randomness,    0 mW
488,2023-09-26 09:24:34,  16.7 us/s,,,,,Process,[PID 514] [kworker/13:2],    0 mW
489,2023-09-26 09:24:34,  16.5 us/s,,,,,Process,[PID 1493] /usr/lib/accountsservice/accounts-daemon ,    0 mW
490,2023-09-26 09:24:34,  16.5 us/s,,,,,Process,[PID 458] [kworker/48:1],    0 mW
491,2023-09-26 09:24:34,  16.4 us/s,,,,,Process,[PID 508] [kworker/7:2],    0 mW
492,2023-09-26 09:24:34,  15.9 us/s,,,,,Interrupt,[176] ahci[0000:00:17.0],    0 mW
493,2023-09-26 09:24:34,  15.3 us/s,,,,,Process,[PID 459] [kworker/49:1],    0 mW
494,2023-09-26 09:24:34,  14.9 us/s,,,,,Process,[PID 513] [kworker/12:2],    0 mW
495,2023-09-26 09:24:34,  14.5 us/s,,,,,Process,[PID 2379] /usr/libexec/fwupd/fwupd ,    0 mW
496,2023-09-26 09:24:34,  14.4 us/s,,,,,Process,[PID 510] [kworker/9:2],    0 mW
497,2023-09-26 09:24:34,  14.3 us/s,,,,,Process,[PID 433] [kworker/16:1],    0 mW
498,2023-09-26 09:24:34,  14.2 us/s,,,,,Process,[PID 434] [kworker/17:1],    0 mW
499,2023-09-26 09:24:34,  14.2 us/s,,,,,Process,[PID 1] /sbin/init maybe-ubiquity ,    0 mW
